TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
*,*,*,J,*,H,*,*,*,t,down
*,*,*,P,*,G,*,*,*,g,left
*,*,*,J,*,G,*,*,*,r,down
*,*,*,R,*,V,*,*,*,r,left
*,*,*,P,*,M,*,*,*,g,down
*,*,*,T,*,K,*,*,*,t,left
*,*,*,R,*,P,*,*,*,b,down
*,*,*,Z,*,P,*,*,*,z,left
*,*,*,F,*,B,*,*,*,p,down
*,*,*,M,*,D,*,*,*,m,left
*,*,*,Y,*,V,*,*,*,x,down
*,*,*,S,*,X,*,*,*,x,left
*,*,*,N,*,F,*,*,*,j,down
*,*,*,L,*,M,*,*,*,m,left
*,*,*,X,*,S,*,*,*,v,down
*,*,*,X,*,L,*,*,*,x,left
*,*,*,R,*,J,*,*,*,z,down
*,*,*,M,*,S,*,*,*,s,left
*,*,*,D,*,J,*,*,*,q,down
*,*,*,T,*,P,*,*,*,t,left
*,*,*,Q,*,J,*,*,*,p,down
*,*,*,F,*,K,*,*,*,f,left
*,*,*,K,*,L,*,*,*,c,down
*,*,*,V,*,Z,*,*,*,z,left
*,*,*,M,*,Y,*,*,*,s,down
*,*,*,F,*,L,*,*,*,f,left
*,*,*,Z,*,F,*,*,*,v,down
*,*,*,D,*,T,*,*,*,t,left
*,*,*,F,*,Q,*,*,*,k,down
*,*,*,H,*,P,*,*,*,h,left
*,*,*,J,*,T,*,*,*,s,down
*,*,*,M,*,C,*,*,*,m,left
*,*,*,R,*,C,*,*,*,k,down
*,*,*,T,*,C,*,*,*,c,left
*,*,*,N,*,M,*,*,*,v,down
*,*,*,V,*,F,*,*,*,f,left
*,*,*,S,*,Q,*,*,*,t,down
*,*,*,F,*,K,*,*,*,f,left
*,*,*,P,*,B,*,*,*,j,down
*,*,*,L,*,G,*,*,*,g,left
*,*,*,P,*,C,*,*,*,q,down
*,*,*,P,*,Q,*,*,*,q,left
*,*,*,J,*,G,*,*,*,x,down
*,*,*,V,*,H,*,*,*,h,left
*,*,*,H,*,S,*,*,*,b,down
*,*,*,L,*,V,*,*,*,v,left
*,*,*,T,*,K,*,*,*,y,down
*,*,*,K,*,N,*,*,*,k,left
*,*,*,S,*,B,*,*,*,j,down
*,*,*,H,*,V,*,*,*,v,left
*,*,*,H,*,Z,*,*,*,s,down
*,*,*,X,*,K,*,*,*,k,left
*,*,*,K,*,M,*,*,*,g,down
*,*,*,D,*,T,*,*,*,d,left
*,*,*,M,*,N,*,*,*,v,down
*,*,*,Z,*,K,*,*,*,k,left
*,*,*,N,*,M,*,*,*,l,down
*,*,*,T,*,F,*,*,*,f,left
*,*,*,S,*,G,*,*,*,d,down
*,*,*,F,*,J,*,*,*,j,left
*,*,*,J,*,S,*,*,*,h,down
*,*,*,M,*,J,*,*,*,j,left
*,*,*,R,*,B,*,*,*,x,down
*,*,*,T,*,Q,*,*,*,q,left
*,*,*,P,*,J,*,*,*,t,down
*,*,*,G,*,Z,*,*,*,z,left
*,*,*,N,*,X,*,*,*,z,down
*,*,*,L,*,H,*,*,*,l,left
*,*,*,C,*,Z,*,*,*,l,down
*,*,*,Q,*,S,*,*,*,q,left
*,*,*,X,*,C,*,*,*,y,down
*,*,*,Q,*,D,*,*,*,d,left
*,*,*,N,*,P,*,*,*,g,down
*,*,*,Y,*,H,*,*,*,h,left
*,*,*,J,*,N,*,*,*,f,down
*,*,*,B,*,G,*,*,*,g,left
*,*,*,T,*,K,*,*,*,y,down
*,*,*,M,*,J,*,*,*,j,left
*,*,*,N,*,X,*,*,*,p,down
*,*,*,L,*,Z,*,*,*,l,left
*,*,*,D,*,H,*,*,*,l,down
*,*,*,Y,*,X,*,*,*,y,left
*,*,*,M,*,X,*,*,*,y,down
*,*,*,J,*,D,*,*,*,d,left
*,*,*,G,*,P,*,*,*,x,down
*,*,*,L,*,N,*,*,*,l,left
*,*,*,H,*,M,*,*,*,c,down
*,*,*,F,*,K,*,*,*,k,left
*,*,*,Z,*,Q,*,*,*,s,down
*,*,*,N,*,V,*,*,*,n,left
*,*,*,X,*,P,*,*,*,c,down
*,*,*,M,*,R,*,*,*,m,left
*,*,*,Q,*,C,*,*,*,s,down
*,*,*,L,*,F,*,*,*,l,left
*,*,*,V,*,X,*,*,*,g,down
*,*,*,M,*,Q,*,*,*,q,left
*,*,*,S,*,K,*,*,*,j,down
*,*,*,Y,*,M,*,*,*,m,left
*,*,*,L,*,T,*,*,*,c,down
*,*,*,N,*,Q,*,*,*,n,left
*,*,*,F,*,D,*,*,*,z,down
*,*,*,Y,*,T,*,*,*,y,left
*,*,*,F,*,D,*,*,*,n,down
*,*,*,P,*,H,*,*,*,h,left
*,*,*,X,*,Z,*,*,*,d,down
*,*,*,B,*,G,*,*,*,g,left
*,*,*,B,*,R,*,*,*,x,down
*,*,*,H,*,K,*,*,*,h,left
*,*,*,L,*,G,*,*,*,s,down
*,*,*,K,*,X,*,*,*,x,left
*,*,*,H,*,B,*,*,*,d,down
*,*,*,Z,*,P,*,*,*,p,left
*,*,*,V,*,X,*,*,*,b,down
*,*,*,K,*,J,*,*,*,k,left
*,*,*,Q,*,Z,*,*,*,r,down
*,*,*,R,*,Q,*,*,*,r,left
*,*,*,Z,*,S,*,*,*,g,down
*,*,*,X,*,J,*,*,*,j,left
*,*,*,B,*,M,*,*,*,y,down
*,*,*,R,*,S,*,*,*,s,left
*,*,*,Y,*,Z,*,*,*,r,down
*,*,*,H,*,N,*,*,*,n,left
*,*,*,Y,*,J,*,*,*,x,down
*,*,*,H,*,Q,*,*,*,h,left
*,*,*,M,*,Y,*,*,*,z,down
*,*,*,D,*,R,*,*,*,d,left
*,*,*,R,*,Z,*,*,*,k,down
*,*,*,Z,*,V,*,*,*,z,left
*,*,*,D,*,J,*,*,*,m,down
*,*,*,S,*,B,*,*,*,b,left
*,*,*,L,*,H,*,*,*,k,down
*,*,*,V,*,Q,*,*,*,q,left
*,*,*,Z,*,J,*,*,*,q,down
*,*,*,L,*,N,*,*,*,n,left
*,*,*,Z,*,T,*,*,*,l,down
*,*,*,H,*,G,*,*,*,g,left
*,*,*,F,*,S,*,*,*,v,down
*,*,*,Z,*,P,*,*,*,p,left
*,*,*,D,*,F,*,*,*,k,down
*,*,*,B,*,X,*,*,*,x,left
*,*,*,Z,*,R,*,*,*,b,down
*,*,*,K,*,P,*,*,*,k,left
*,*,*,M,*,C,*,*,*,n,down
*,*,*,G,*,Q,*,*,*,q,left
*,*,*,V,*,M,*,*,*,j,down
*,*,*,N,*,F,*,*,*,n,left
*,*,*,Z,*,R,*,*,*,b,down
*,*,*,V,*,N,*,*,*,v,left
*,*,*,K,*,N,*,*,*,t,down
*,*,*,S,*,Z,*,*,*,z,left
*,*,*,K,*,X,*,*,*,f,down
*,*,*,C,*,M,*,*,*,c,left
*,*,*,V,*,K,*,*,*,b,down
*,*,*,Q,*,J,*,*,*,j,left
*,*,*,Q,*,H,*,*,*,m,down
*,*,*,K,*,M,*,*,*,m,left
*,*,*,Y,*,M,*,*,*,v,down
*,*,*,M,*,T,*,*,*,t,left
*,*,*,Q,*,S,*,*,*,l,down
*,*,*,Y,*,F,*,*,*,y,left
*,*,*,P,*,B,*,*,*,q,down
*,*,*,Q,*,L,*,*,*,l,left
*,*,*,F,*,G,*,*,*,x,down
*,*,*,C,*,B,*,*,*,c,left
*,*,*,F,*,X,*,*,*,c,down
*,*,*,D,*,B,*,*,*,b,left
*,*,*,Y,*,V,*,*,*,d,down
*,*,*,Z,*,C,*,*,*,c,left
*,*,*,T,*,R,*,*,*,l,down
*,*,*,G,*,X,*,*,*,g,left
*,*,*,C,*,H,*,*,*,b,down
*,*,*,C,*,M,*,*,*,c,left
*,*,*,P,*,V,*,*,*,c,down
*,*,*,G,*,T,*,*,*,t,left
*,*,*,N,*,J,*,*,*,t,down
*,*,*,V,*,T,*,*,*,v,left
*,*,*,T,*,N,*,*,*,r,down
*,*,*,L,*,D,*,*,*,d,left
*,*,*,S,*,N,*,*,*,l,down
*,*,*,T,*,K,*,*,*,k,left
*,*,*,B,*,Z,*,*,*,p,down
*,*,*,P,*,Q,*,*,*,q,left
*,*,*,C,*,X,*,*,*,k,down
*,*,*,Z,*,G,*,*,*,z,left
*,*,*,L,*,M,*,*,*,t,down
*,*,*,B,*,P,*,*,*,p,left
*,*,*,K,*,P,*,*,*,n,down
*,*,*,M,*,K,*,*,*,m,left
*,*,*,C,*,J,*,*,*,t,down
*,*,*,G,*,T,*,*,*,g,left
*,*,*,X,*,R,*,*,*,f,down
*,*,*,V,*,Q,*,*,*,q,left
*,*,*,T,*,F,*,*,*,v,down
*,*,*,L,*,F,*,*,*,f,left
*,*,*,L,*,Y,*,*,*,k,down
*,*,*,M,*,T,*,*,*,m,left
*,*,*,L,*,S,*,*,*,y,down
*,*,*,C,*,J,*,*,*,c,left
*,*,*,H,*,L,*,*,*,p,down
*,*,*,Z,*,R,*,*,*,z,left
*,*,*,Z,*,M,*,*,*,s,down
*,*,*,G,*,F,*,*,*,f,left
*,*,*,S,*,H,*,*,*,x,down
*,*,*,C,*,K,*,*,*,k,left
*,*,*,C,*,S,*,*,*,r,down
*,*,*,D,*,C,*,*,*,c,left
*,*,*,J,*,F,*,*,*,q,down
*,*,*,V,*,T,*,*,*,v,left
*,*,*,X,*,L,*,*,*,z,down
*,*,*,Y,*,S,*,*,*,y,left
*,*,*,T,*,C,*,*,*,v,down
*,*,*,H,*,Q,*,*,*,q,left
*,*,*,R,*,Y,*,*,*,p,down
*,*,*,X,*,S,*,*,*,x,left
*,*,*,K,*,F,*,*,*,l,down
*,*,*,M,*,Y,*,*,*,y,left
*,*,*,M,*,N,*,*,*,d,down
*,*,*,H,*,X,*,*,*,h,left
*,*,*,H,*,X,*,*,*,g,down
*,*,*,V,*,Q,*,*,*,v,left
*,*,*,G,*,L,*,*,*,p,down
*,*,*,C,*,N,*,*,*,c,left
*,*,*,F,*,Y,*,*,*,c,down
*,*,*,F,*,P,*,*,*,p,left
*,*,*,J,*,G,*,*,*,y,down
*,*,*,G,*,C,*,*,*,c,left
*,*,*,Y,*,X,*,*,*,d,down
*,*,*,J,*,V,*,*,*,j,left
*,*,*,H,*,G,*,*,*,z,down
*,*,*,S,*,C,*,*,*,c,left
*,*,*,L,*,X,*,*,*,g,down
*,*,*,Q,*,P,*,*,*,p,left
*,*,*,T,*,Z,*,*,*,s,down
*,*,*,P,*,M,*,*,*,p,left
*,*,*,R,*,X,*,*,*,l,down
*,*,*,M,*,H,*,*,*,h,left
*,*,*,S,*,F,*,*,*,h,down
*,*,*,Q,*,X,*,*,*,x,left
*,*,*,Z,*,Q,*,*,*,d,down
*,*,*,G,*,L,*,*,*,l,left
*,*,*,N,*,Z,*,*,*,d,down
*,*,*,Y,*,V,*,*,*,v,left
*,*,*,T,*,L,*,*,*,h,down
*,*,*,S,*,L,*,*,*,s,left
*,*,*,N,*,T,*,*,*,z,down
*,*,*,G,*,V,*,*,*,g,left
*,*,*,N,*,V,*,*,*,d,down
*,*,*,J,*,D,*,*,*,j,left
*,*,*,G,*,F,*,*,*,z,down
*,*,*,K,*,R,*,*,*,k,left
*,*,*,T,*,G,*,*,*,l,down
*,*,*,L,*,P,*,*,*,p,left
*,*,*,T,*,H,*,*,*,s,down
*,*,*,G,*,J,*,*,*,j,left
*,*,*,N,*,Q,*,*,*,c,down
*,*,*,Q,*,X,*,*,*,q,left
*,*,*,J,*,N,*,*,*,y,down
*,*,*,G,*,J,*,*,*,j,left
*,*,*,K,*,C,*,*,*,y,down
*,*,*,M,*,R,*,*,*,m,left
*,*,*,B,*,S,*,*,*,t,down
*,*,*,P,*,F,*,*,*,f,left
*,*,*,Y,*,S,*,*,*,b,down
*,*,*,R,*,P,*,*,*,p,left
*,*,*,C,*,F,*,*,*,b,down
*,*,*,C,*,Z,*,*,*,c,left
*,*,*,N,*,Z,*,*,*,c,down
*,*,*,N,*,K,*,*,*,k,left
*,*,*,P,*,C,*,*,*,t,down
*,*,*,K,*,V,*,*,*,k,left
*,*,*,T,*,J,*,*,*,p,down
*,*,*,P,*,B,*,*,*,p,left
*,*,*,V,*,D,*,*,*,s,down
*,*,*,M,*,F,*,*,*,m,left
*,*,*,Y,*,L,*,*,*,s,down
*,*,*,Z,*,Q,*,*,*,z,left
*,*,*,V,*,B,*,*,*,y,down
*,*,*,Q,*,H,*,*,*,h,left
*,*,*,X,*,H,*,*,*,p,down
*,*,*,X,*,M,*,*,*,x,left
*,*,*,D,*,B,*,*,*,c,down
*,*,*,B,*,J,*,*,*,j,left
*,*,*,Y,*,Z,*,*,*,k,down
*,*,*,R,*,F,*,*,*,f,left
*,*,*,H,*,V,*,*,*,f,down
*,*,*,M,*,V,*,*,*,v,left
*,*,*,P,*,M,*,*,*,x,down
*,*,*,Y,*,N,*,*,*,y,left
*,*,*,B,*,M,*,*,*,z,down
*,*,*,Y,*,F,*,*,*,y,left
*,*,*,C,*,B,*,*,*,s,down
*,*,*,D,*,B,*,*,*,d,left
*,*,*,R,*,V,*,*,*,n,down
*,*,*,M,*,S,*,*,*,m,left
*,*,*,Y,*,K,*,*,*,r,down
*,*,*,N,*,J,*,*,*,j,left
*,*,*,R,*,P,*,*,*,g,down
*,*,*,B,*,G,*,*,*,b,left
*,*,*,T,*,C,*,*,*,k,down
*,*,*,D,*,C,*,*,*,d,left
*,*,*,L,*,X,*,*,*,y,down
*,*,*,F,*,S,*,*,*,s,left
*,*,*,Q,*,X,*,*,*,c,down
*,*,*,S,*,C,*,*,*,s,left
*,*,*,B,*,R,*,*,*,c,down
*,*,*,R,*,Q,*,*,*,q,left
*,*,*,L,*,X,*,*,*,t,down
*,*,*,P,*,D,*,*,*,d,left
*,*,*,S,*,Y,*,*,*,h,down
*,*,*,M,*,S,*,*,*,m,left
*,*,*,B,*,L,*,*,*,r,down
*,*,*,Z,*,R,*,*,*,z,left
*,*,*,B,*,H,*,*,*,z,down
*,*,*,X,*,Q,*,*,*,q,left
*,*,*,T,*,B,*,*,*,q,down
*,*,*,N,*,Y,*,*,*,n,left
*,*,*,H,*,N,*,*,*,j,down
*,*,*,H,*,N,*,*,*,h,left
*,*,*,T,*,R,*,*,*,j,down
*,*,*,H,*,Y,*,*,*,h,left
*,*,*,T,*,M,*,*,*,x,down
*,*,*,Y,*,S,*,*,*,y,left
*,*,*,G,*,H,*,*,*,t,down
*,*,*,Z,*,T,*,*,*,t,left
*,*,*,P,*,G,*,*,*,y,down
*,*,*,V,*,T,*,*,*,v,left
*,*,*,L,*,M,*,*,*,r,down
*,*,*,L,*,N,*,*,*,l,left
*,*,*,F,*,T,*,*,*,c,down
*,*,*,V,*,S,*,*,*,s,left
*,*,*,P,*,X,*,*,*,v,down
*,*,*,M,*,J,*,*,*,m,left
*,*,*,X,*,S,*,*,*,r,down
*,*,*,G,*,Y,*,*,*,y,left
*,*,*,P,*,G,*,*,*,c,down
*,*,*,J,*,M,*,*,*,j,left
*,*,*,C,*,Q,*,*,*,v,down
*,*,*,S,*,Y,*,*,*,s,left
*,*,*,N,*,C,*,*,*,v,down
*,*,*,R,*,L,*,*,*,l,left
*,*,*,Y,*,M,*,*,*,s,down
*,*,*,Z,*,D,*,*,*,d,left
*,*,*,V,*,Q,*,*,*,l,down
*,*,*,M,*,K,*,*,*,m,left
*,*,*,M,*,L,*,*,*,z,down
*,*,*,R,*,V,*,*,*,r,left
*,*,*,P,*,M,*,*,*,r,down
*,*,*,L,*,R,*,*,*,l,left
*,*,*,D,*,Y,*,*,*,p,down
*,*,*,S,*,T,*,*,*,t,left
*,*,*,V,*,G,*,*,*,d,down
*,*,*,T,*,Y,*,*,*,y,left
*,*,*,M,*,N,*,*,*,g,down
*,*,*,Y,*,X,*,*,*,y,left
*,*,*,D,*,B,*,*,*,q,down
*,*,*,N,*,R,*,*,*,r,left
*,*,*,P,*,R,*,*,*,h,down
*,*,*,X,*,Q,*,*,*,x,left
*,*,*,G,*,K,*,*,*,p,down
*,*,*,N,*,D,*,*,*,n,left
*,*,*,S,*,B,*,*,*,q,down
*,*,*,R,*,J,*,*,*,r,left
*,*,*,J,*,L,*,*,*,y,down
*,*,*,G,*,N,*,*,*,g,left
*,*,*,L,*,M,*,*,*,s,down
*,*,*,B,*,P,*,*,*,b,left
*,*,*,D,*,L,*,*,*,n,down
*,*,*,D,*,Y,*,*,*,y,left
*,*,*,B,*,P,*,*,*,z,down
*,*,*,X,*,L,*,*,*,l,left
*,*,*,K,*,Z,*,*,*,p,down
*,*,*,X,*,D,*,*,*,d,left
*,*,*,R,*,H,*,*,*,b,down
*,*,*,G,*,H,*,*,*,h,left
*,*,*,K,*,V,*,*,*,s,down
*,*,*,S,*,L,*,*,*,s,left
*,*,*,V,*,Y,*,*,*,g,down
*,*,*,V,*,P,*,*,*,v,left
*,*,*,J,*,P,*,*,*,t,down
*,*,*,S,*,X,*,*,*,s,left
*,*,*,F,*,G,*,*,*,r,down
*,*,*,Q,*,Z,*,*,*,q,left
*,*,*,P,*,L,*,*,*,m,down
*,*,*,F,*,C,*,*,*,f,left
*,*,*,S,*,Z,*,*,*,n,down
*,*,*,J,*,N,*,*,*,j,left
*,*,*,C,*,D,*,*,*,j,down
*,*,*,N,*,J,*,*,*,j,left
*,*,*,K,*,L,*,*,*,z,down
*,*,*,M,*,Q,*,*,*,m,left
*,*,*,B,*,L,*,*,*,d,down
*,*,*,V,*,Y,*,*,*,v,left
*,*,*,M,*,G,*,*,*,h,down
*,*,*,H,*,P,*,*,*,p,left
*,*,*,D,*,T,*,*,*,p,down
*,*,*,Z,*,S,*,*,*,z,left
*,*,*,M,*,Q,*,*,*,y,down
*,*,*,J,*,R,*,*,*,j,left
*,*,*,F,*,L,*,*,*,m,down
*,*,*,F,*,Z,*,*,*,z,left
*,*,*,F,*,D,*,*,*,m,down
*,*,*,N,*,Q,*,*,*,q,left
*,*,*,D,*,Y,*,*,*,r,down
*,*,*,T,*,Q,*,*,*,t,left
*,*,*,Q,*,X,*,*,*,c,down
*,*,*,R,*,T,*,*,*,r,left
*,*,*,Z,*,K,*,*,*,n,down
*,*,*,Q,*,L,*,*,*,l,left
*,*,*,T,*,X,*,*,*,z,down
*,*,*,Y,*,S,*,*,*,s,left
*,*,*,J,*,R,*,*,*,y,down
*,*,*,Z,*,P,*,*,*,z,left
*,*,*,R,*,N,*,*,*,z,down
*,*,*,J,*,B,*,*,*,b,left
*,*,*,H,*,S,*,*,*,v,down
*,*,*,G,*,S,*,*,*,s,left
*,*,*,B,*,Z,*,*,*,l,down
*,*,*,H,*,B,*,*,*,b,left
*,*,*,G,*,K,*,*,*,p,down
*,*,*,T,*,M,*,*,*,m,left
*,*,*,L,*,X,*,*,*,s,down
*,*,*,C,*,V,*,*,*,c,left
*,*,*,M,*,H,*,*,*,d,down
*,*,*,M,*,P,*,*,*,p,left
*,*,*,X,*,H,*,*,*,s,down
*,*,*,R,*,D,*,*,*,d,left
*,*,*,T,*,V,*,*,*,z,down
*,*,*,Q,*,R,*,*,*,r,left
*,*,*,R,*,X,*,*,*,t,down
*,*,*,G,*,K,*,*,*,k,left
*,*,*,J,*,Y,*,*,*,v,down
*,*,*,T,*,F,*,*,*,t,left
*,*,*,S,*,G,*,*,*,r,down
*,*,*,Z,*,L,*,*,*,z,left
*,*,*,X,*,P,*,*,*,y,down
*,*,*,M,*,B,*,*,*,m,left
*,*,*,X,*,V,*,*,*,t,down
*,*,*,Q,*,G,*,*,*,q,left
*,*,*,V,*,P,*,*,*,z,down
*,*,*,J,*,M,*,*,*,m,left
*,*,*,C,*,D,*,*,*,p,down
*,*,*,Q,*,V,*,*,*,v,left
*,*,*,V,*,C,*,*,*,m,down
*,*,*,R,*,X,*,*,*,r,left
*,*,*,Q,*,R,*,*,*,t,down
*,*,*,X,*,H,*,*,*,h,left
*,*,*,Y,*,X,*,*,*,r,down
*,*,*,N,*,G,*,*,*,g,left
*,*,*,D,*,K,*,*,*,f,down
*,*,*,M,*,F,*,*,*,m,left
*,*,*,Q,*,V,*,*,*,g,down
*,*,*,L,*,F,*,*,*,l,left
*,*,*,Q,*,X,*,*,*,f,down
*,*,*,M,*,L,*,*,*,m,left
*,*,*,V,*,J,*,*,*,l,down
*,*,*,P,*,G,*,*,*,p,left
*,*,*,B,*,J,*,*,*,g,down
*,*,*,M,*,Q,*,*,*,q,left
*,*,*,M,*,D,*,*,*,s,down
*,*,*,P,*,N,*,*,*,p,left
*,*,*,Y,*,F,*,*,*,r,down
*,*,*,N,*,M,*,*,*,n,left
*,*,*,K,*,V,*,*,*,r,down
*,*,*,G,*,Z,*,*,*,g,left
*,*,*,R,*,N,*,*,*,l,down
*,*,*,B,*,T,*,*,*,b,left
*,*,*,X,*,R,*,*,*,k,down
*,*,*,C,*,V,*,*,*,v,left
*,*,*,Z,*,C,*,*,*,k,down
*,*,*,G,*,S,*,*,*,s,left
*,*,*,G,*,N,*,*,*,r,down
*,*,*,M,*,D,*,*,*,m,left
*,*,*,N,*,R,*,*,*,h,down
*,*,*,L,*,D,*,*,*,l,left
*,*,*,Q,*,V,*,*,*,j,down
*,*,*,H,*,R,*,*,*,r,left
*,*,*,G,*,Q,*,*,*,r,down
*,*,*,L,*,F,*,*,*,f,left
*,*,*,J,*,G,*,*,*,c,down
*,*,*,X,*,S,*,*,*,s,left
*,*,*,X,*,Z,*,*,*,t,down
*,*,*,F,*,Z,*,*,*,z,left
*,*,*,H,*,S,*,*,*,r,down
*,*,*,N,*,C,*,*,*,n,left
*,*,*,Y,*,Q,*,*,*,d,down
*,*,*,D,*,C,*,*,*,d,left
*,*,*,N,*,L,*,*,*,m,down
