TL,TM,TR,CL,CM,CR,BL,BM,BR,probe,corr
T,*,Z,*,*,*,V,*,H,m,down
P,*,K,*,*,*,G,*,J,p,left
S,*,D,*,*,*,L,*,N,p,down
B,*,D,*,*,*,C,*,G,g,left
R,*,V,*,*,*,J,*,B,x,down
B,*,P,*,*,*,R,*,C,c,left
H,*,Z,*,*,*,Y,*,B,d,down
D,*,K,*,*,*,N,*,T,d,left
Z,*,H,*,*,*,T,*,X,y,down
K,*,D,*,*,*,N,*,M,k,left
X,*,Q,*,*,*,B,*,J,z,down
T,*,D,*,*,*,S,*,C,s,left
S,*,Q,*,*,*,R,*,H,j,down
B,*,Y,*,*,*,J,*,C,b,left
Q,*,Z,*,*,*,J,*,F,b,down
L,*,J,*,*,*,B,*,G,l,left
D,*,C,*,*,*,T,*,K,n,down
Z,*,H,*,*,*,B,*,C,b,left
V,*,K,*,*,*,M,*,H,l,down
T,*,G,*,*,*,Q,*,L,g,left
Y,*,Z,*,*,*,N,*,V,b,down
Q,*,N,*,*,*,Y,*,T,q,left
V,*,D,*,*,*,H,*,R,p,down
X,*,F,*,*,*,M,*,G,g,left
J,*,C,*,*,*,M,*,X,q,down
L,*,B,*,*,*,K,*,G,b,left
Q,*,M,*,*,*,C,*,N,x,down
X,*,Z,*,*,*,S,*,B,x,left
V,*,H,*,*,*,K,*,Y,n,down
D,*,C,*,*,*,V,*,B,c,left
R,*,J,*,*,*,H,*,Q,f,down
Z,*,N,*,*,*,T,*,M,t,left
F,*,J,*,*,*,K,*,H,q,down
Y,*,Z,*,*,*,G,*,D,d,left
V,*,T,*,*,*,P,*,N,g,down
S,*,C,*,*,*,D,*,Y,d,left
H,*,B,*,*,*,J,*,D,g,down
H,*,P,*,*,*,S,*,X,h,left
S,*,Y,*,*,*,G,*,J,f,down
G,*,L,*,*,*,V,*,X,g,left
K,*,V,*,*,*,F,*,Y,z,down
V,*,C,*,*,*,G,*,S,v,left
X,*,F,*,*,*,Z,*,Q,m,down
S,*,P,*,*,*,Z,*,D,p,left
P,*,B,*,*,*,M,*,S,z,down
Z,*,R,*,*,*,H,*,F,z,left
Z,*,N,*,*,*,V,*,C,k,down
F,*,Q,*,*,*,N,*,Y,f,left
M,*,R,*,*,*,S,*,Q,z,down
Z,*,S,*,*,*,L,*,G,g,left
G,*,L,*,*,*,P,*,F,y,down
Y,*,V,*,*,*,H,*,F,h,left
Y,*,Q,*,*,*,G,*,D,r,down
R,*,L,*,*,*,Q,*,M,l,left
H,*,D,*,*,*,Q,*,R,p,down
B,*,N,*,*,*,Y,*,Z,z,left
K,*,C,*,*,*,V,*,D,p,down
P,*,C,*,*,*,V,*,L,p,left
Q,*,J,*,*,*,F,*,S,p,down
R,*,C,*,*,*,S,*,H,s,left
C,*,H,*,*,*,K,*,B,v,down
Y,*,M,*,*,*,B,*,D,m,left
V,*,H,*,*,*,F,*,Z,s,down
Y,*,H,*,*,*,R,*,S,y,left
G,*,Q,*,*,*,P,*,N,h,down
L,*,F,*,*,*,J,*,R,f,left
Q,*,S,*,*,*,M,*,L,t,down
V,*,P,*,*,*,X,*,F,f,left
H,*,F,*,*,*,L,*,Z,j,down
D,*,F,*,*,*,J,*,N,j,left
L,*,R,*,*,*,Z,*,J,n,down
L,*,R,*,*,*,J,*,H,h,left
R,*,M,*,*,*,K,*,S,d,down
Q,*,B,*,*,*,J,*,R,q,left
F,*,D,*,*,*,P,*,B,l,down
Z,*,X,*,*,*,Q,*,T,x,left
T,*,R,*,*,*,N,*,Z,c,down
T,*,H,*,*,*,V,*,C,v,left
H,*,J,*,*,*,Y,*,M,n,down
J,*,Y,*,*,*,K,*,M,k,left
F,*,G,*,*,*,V,*,K,p,down
X,*,S,*,*,*,D,*,H,s,left
S,*,V,*,*,*,R,*,Y,p,down
Q,*,X,*,*,*,V,*,N,x,left
Z,*,H,*,*,*,K,*,M,b,down
Q,*,M,*,*,*,G,*,L,m,left
F,*,B,*,*,*,K,*,L,n,down
Y,*,B,*,*,*,J,*,P,b,left
B,*,C,*,*,*,N,*,K,s,down
Z,*,L,*,*,*,F,*,H,l,left
B,*,X,*,*,*,S,*,F,q,down
P,*,C,*,*,*,M,*,B,m,left
L,*,S,*,*,*,M,*,N,t,down
Z,*,P,*,*,*,R,*,D,r,left
Y,*,T,*,*,*,F,*,Q,j,down
D,*,Y,*,*,*,C,*,Q,q,left
S,*,F,*,*,*,G,*,R,b,down
C,*,Y,*,*,*,P,*,F,f,left
V,*,Z,*,*,*,X,*,H,j,down
L,*,B,*,*,*,Y,*,F,b,left
L,*,D,*,*,*,J,*,M,n,down
P,*,L,*,*,*,T,*,C,l,left
H,*,N,*,*,*,D,*,P,l,down
K,*,N,*,*,*,D,*,M,k,left
N,*,G,*,*,*,B,*,M,v,down
P,*,T,*,*,*,J,*,V,j,left
X,*,K,*,*,*,Z,*,L,h,down
H,*,Y,*,*,*,V,*,J,j,left
V,*,D,*,*,*,N,*,S,q,down
T,*,R,*,*,*,J,*,X,t,left
X,*,L,*,*,*,R,*,Q,b,down
B,*,G,*,*,*,S,*,P,s,left
H,*,D,*,*,*,T,*,P,f,down
N,*,Z,*,*,*,M,*,Q,q,left
M,*,Z,*,*,*,H,*,B,f,down
N,*,K,*,*,*,F,*,B,f,left
N,*,R,*,*,*,F,*,H,j,down
G,*,Z,*,*,*,M,*,S,g,left
X,*,L,*,*,*,J,*,D,m,down
R,*,Y,*,*,*,N,*,K,k,left
S,*,F,*,*,*,P,*,K,y,down
V,*,M,*,*,*,R,*,H,r,left
C,*,Z,*,*,*,M,*,T,f,down
B,*,H,*,*,*,M,*,J,j,left
T,*,F,*,*,*,R,*,X,g,down
G,*,P,*,*,*,R,*,K,g,left
X,*,V,*,*,*,Z,*,G,h,down
M,*,F,*,*,*,Y,*,X,f,left
R,*,B,*,*,*,G,*,L,z,down
B,*,N,*,*,*,J,*,G,g,left
H,*,N,*,*,*,C,*,F,p,down
J,*,S,*,*,*,C,*,F,f,left
F,*,J,*,*,*,L,*,P,n,down
V,*,N,*,*,*,S,*,B,v,left
P,*,G,*,*,*,N,*,Z,l,down
D,*,C,*,*,*,T,*,V,c,left
L,*,K,*,*,*,R,*,Z,c,down
Q,*,S,*,*,*,B,*,Z,s,left
M,*,N,*,*,*,G,*,F,q,down
L,*,Z,*,*,*,J,*,H,l,left
T,*,C,*,*,*,N,*,Y,m,down
H,*,T,*,*,*,P,*,Q,q,left
Z,*,C,*,*,*,B,*,J,g,down
H,*,F,*,*,*,P,*,V,v,left
K,*,D,*,*,*,P,*,X,m,down
K,*,D,*,*,*,V,*,M,v,left
S,*,X,*,*,*,F,*,B,y,down
C,*,M,*,*,*,G,*,B,m,left
B,*,M,*,*,*,D,*,C,h,down
R,*,Y,*,*,*,N,*,L,l,left
B,*,R,*,*,*,Q,*,P,g,down
Y,*,Z,*,*,*,B,*,Q,q,left
K,*,S,*,*,*,F,*,M,y,down
D,*,T,*,*,*,B,*,H,h,left
Q,*,T,*,*,*,B,*,X,m,down
Z,*,F,*,*,*,X,*,J,f,left
J,*,M,*,*,*,Y,*,Z,f,down
S,*,D,*,*,*,B,*,J,b,left
K,*,Z,*,*,*,P,*,Y,h,down
G,*,C,*,*,*,B,*,H,b,left
Q,*,P,*,*,*,G,*,F,c,down
G,*,D,*,*,*,F,*,N,f,left
S,*,D,*,*,*,L,*,V,f,down
D,*,J,*,*,*,F,*,N,j,left
H,*,J,*,*,*,K,*,P,r,down
H,*,Z,*,*,*,G,*,J,z,left
Y,*,G,*,*,*,Z,*,P,t,down
Y,*,R,*,*,*,S,*,V,s,left
K,*,S,*,*,*,N,*,L,p,down
R,*,F,*,*,*,L,*,G,r,left
J,*,Z,*,*,*,V,*,M,s,down
Y,*,N,*,*,*,V,*,G,y,left
H,*,G,*,*,*,X,*,C,l,down
L,*,X,*,*,*,M,*,P,l,left
S,*,D,*,*,*,Z,*,X,j,down
T,*,J,*,*,*,D,*,V,j,left
Y,*,M,*,*,*,T,*,J,d,down
T,*,J,*,*,*,V,*,M,v,left
C,*,D,*,*,*,L,*,X,r,down
Z,*,Y,*,*,*,R,*,F,z,left
K,*,S,*,*,*,Y,*,C,l,down
S,*,J,*,*,*,B,*,H,h,left
J,*,C,*,*,*,X,*,F,m,down
S,*,T,*,*,*,M,*,B,s,left
M,*,H,*,*,*,V,*,T,y,down
G,*,J,*,*,*,Z,*,M,m,left
X,*,S,*,*,*,P,*,C,k,down
L,*,Q,*,*,*,S,*,M,m,left
B,*,R,*,*,*,X,*,F,n,down
Y,*,T,*,*,*,R,*,J,r,left
B,*,D,*,*,*,Y,*,G,q,down
F,*,P,*,*,*,X,*,G,p,left
N,*,S,*,*,*,C,*,V,j,down
F,*,Y,*,*,*,V,*,L,y,left
G,*,Z,*,*,*,D,*,M,h,down
V,*,K,*,*,*,S,*,B,b,left
C,*,V,*,*,*,P,*,B,f,down
J,*,C,*,*,*,R,*,D,j,left
P,*,X,*,*,*,V,*,J,l,down
B,*,L,*,*,*,S,*,Y,l,left
X,*,J,*,*,*,B,*,N,k,down
Z,*,J,*,*,*,D,*,F,j,left
S,*,R,*,*,*,G,*,V,c,down
D,*,Y,*,*,*,M,*,V,v,left
K,*,R,*,*,*,C,*,B,m,down
C,*,H,*,*,*,S,*,G,g,left
T,*,D,*,*,*,Q,*,J,z,down
Z,*,M,*,*,*,C,*,N,m,left
D,*,Q,*,*,*,G,*,R,z,down
Q,*,X,*,*,*,H,*,C,c,left
T,*,B,*,*,*,Z,*,J,p,down
B,*,Z,*,*,*,Q,*,N,n,left
P,*,H,*,*,*,F,*,X,y,down
K,*,T,*,*,*,Y,*,N,n,left
L,*,M,*,*,*,S,*,V,c,down
R,*,C,*,*,*,D,*,J,j,left
Z,*,M,*,*,*,R,*,V,q,down
S,*,J,*,*,*,Z,*,L,z,left
V,*,Y,*,*,*,G,*,T,j,down
S,*,L,*,*,*,J,*,K,l,left
Z,*,C,*,*,*,M,*,H,s,down
P,*,Z,*,*,*,D,*,F,z,left
R,*,F,*,*,*,L,*,C,k,down
J,*,X,*,*,*,D,*,C,d,left
G,*,D,*,*,*,L,*,M,b,down
T,*,H,*,*,*,Y,*,G,t,left
Q,*,G,*,*,*,Z,*,X,r,down
R,*,J,*,*,*,C,*,L,c,left
B,*,T,*,*,*,V,*,M,p,down
X,*,Y,*,*,*,M,*,G,m,left
C,*,V,*,*,*,H,*,K,j,down
L,*,S,*,*,*,R,*,N,s,left
J,*,R,*,*,*,K,*,M,f,down
R,*,Z,*,*,*,N,*,P,z,left
H,*,M,*,*,*,F,*,P,k,down
B,*,K,*,*,*,T,*,X,x,left
M,*,D,*,*,*,R,*,B,v,down
P,*,G,*,*,*,M,*,S,p,left
N,*,V,*,*,*,K,*,F,x,down
D,*,P,*,*,*,N,*,G,p,left
R,*,V,*,*,*,P,*,X,s,down
D,*,X,*,*,*,R,*,S,s,left
J,*,B,*,*,*,T,*,C,f,down
D,*,L,*,*,*,F,*,Y,y,left
K,*,M,*,*,*,Y,*,X,b,down
R,*,P,*,*,*,Z,*,L,z,left
Y,*,Q,*,*,*,Z,*,G,t,down
R,*,P,*,*,*,M,*,C,r,left
V,*,H,*,*,*,K,*,C,q,down
C,*,T,*,*,*,V,*,Z,t,left
H,*,V,*,*,*,Y,*,X,g,down
Q,*,S,*,*,*,C,*,K,q,left
D,*,Q,*,*,*,N,*,T,f,down
Z,*,X,*,*,*,J,*,F,j,left
J,*,S,*,*,*,T,*,B,q,down
H,*,N,*,*,*,M,*,R,m,left
D,*,L,*,*,*,Z,*,H,b,down
M,*,Z,*,*,*,R,*,F,z,left
R,*,D,*,*,*,H,*,K,q,down
C,*,P,*,*,*,Z,*,B,z,left
F,*,X,*,*,*,S,*,R,d,down
Y,*,Q,*,*,*,S,*,T,q,left
T,*,K,*,*,*,L,*,Y,h,down
V,*,D,*,*,*,X,*,Q,v,left
J,*,H,*,*,*,C,*,Y,n,down
K,*,R,*,*,*,L,*,G,g,left
Q,*,T,*,*,*,H,*,L,b,down
S,*,G,*,*,*,H,*,T,g,left
Q,*,C,*,*,*,J,*,G,m,down
X,*,T,*,*,*,S,*,P,t,left
R,*,N,*,*,*,D,*,V,k,down
D,*,F,*,*,*,Q,*,C,q,left
Z,*,R,*,*,*,F,*,P,d,down
V,*,N,*,*,*,L,*,S,n,left
M,*,K,*,*,*,S,*,N,y,down
H,*,R,*,*,*,F,*,S,r,left
H,*,J,*,*,*,D,*,X,t,down
Z,*,B,*,*,*,Q,*,T,q,left
G,*,Q,*,*,*,X,*,Y,b,down
P,*,L,*,*,*,X,*,H,h,left
X,*,L,*,*,*,F,*,Y,k,down
J,*,P,*,*,*,Z,*,Y,y,left
M,*,H,*,*,*,T,*,Y,x,down
K,*,B,*,*,*,M,*,Y,k,left
M,*,T,*,*,*,H,*,D,c,down
Y,*,B,*,*,*,F,*,J,j,left
J,*,B,*,*,*,M,*,X,h,down
F,*,V,*,*,*,Z,*,B,b,left
Q,*,P,*,*,*,T,*,N,k,down
T,*,Z,*,*,*,N,*,R,n,left
L,*,J,*,*,*,Z,*,Q,f,down
Z,*,Y,*,*,*,H,*,K,k,left
K,*,Y,*,*,*,D,*,N,f,down
L,*,T,*,*,*,C,*,Y,y,left
K,*,S,*,*,*,G,*,V,c,down
X,*,R,*,*,*,S,*,Y,s,left
S,*,M,*,*,*,R,*,F,c,down
L,*,P,*,*,*,Y,*,S,s,left
G,*,R,*,*,*,K,*,P,d,down
Z,*,M,*,*,*,F,*,Y,f,left
P,*,Y,*,*,*,N,*,J,q,down
Q,*,L,*,*,*,M,*,P,m,left
B,*,T,*,*,*,X,*,D,c,down
G,*,V,*,*,*,D,*,P,g,left
M,*,F,*,*,*,H,*,P,d,down
S,*,R,*,*,*,K,*,G,g,left
Z,*,D,*,*,*,L,*,T,v,down
G,*,P,*,*,*,R,*,D,r,left
B,*,F,*,*,*,T,*,V,m,down
X,*,Y,*,*,*,D,*,J,y,left
D,*,Y,*,*,*,H,*,B,x,down
Q,*,V,*,*,*,T,*,G,t,left
R,*,L,*,*,*,Q,*,G,z,down
P,*,X,*,*,*,V,*,S,s,left
J,*,Z,*,*,*,H,*,K,p,down
C,*,L,*,*,*,V,*,Z,z,left
Z,*,P,*,*,*,T,*,Q,g,down
J,*,S,*,*,*,Q,*,R,q,left
S,*,D,*,*,*,V,*,G,j,down
R,*,J,*,*,*,V,*,K,v,left
D,*,Y,*,*,*,Z,*,J,c,down
Y,*,L,*,*,*,D,*,Q,y,left
D,*,G,*,*,*,J,*,F,t,down
L,*,V,*,*,*,H,*,K,k,left
J,*,Y,*,*,*,N,*,Z,b,down
H,*,K,*,*,*,T,*,V,h,left
D,*,J,*,*,*,H,*,M,n,down
M,*,L,*,*,*,V,*,T,l,left
R,*,J,*,*,*,K,*,N,d,down
P,*,X,*,*,*,V,*,S,s,left
Y,*,Q,*,*,*,T,*,K,c,down
R,*,F,*,*,*,Y,*,H,f,left
M,*,B,*,*,*,J,*,N,g,down
D,*,K,*,*,*,Q,*,L,d,left
F,*,N,*,*,*,R,*,Z,m,down
B,*,X,*,*,*,G,*,J,x,left
C,*,F,*,*,*,S,*,X,t,down
F,*,C,*,*,*,B,*,M,c,left
B,*,Z,*,*,*,Q,*,J,y,down
D,*,B,*,*,*,F,*,G,g,left
J,*,V,*,*,*,M,*,S,l,down
H,*,K,*,*,*,R,*,Z,r,left
H,*,R,*,*,*,V,*,Z,q,down
L,*,D,*,*,*,G,*,Z,z,left
N,*,Y,*,*,*,T,*,C,k,down
V,*,Q,*,*,*,T,*,H,v,left
R,*,J,*,*,*,C,*,H,k,down
Z,*,J,*,*,*,S,*,V,j,left
K,*,B,*,*,*,R,*,Y,s,down
N,*,J,*,*,*,X,*,G,g,left
H,*,J,*,*,*,C,*,Y,m,down
T,*,V,*,*,*,P,*,S,v,left
H,*,N,*,*,*,T,*,F,x,down
F,*,V,*,*,*,L,*,J,f,left
F,*,Z,*,*,*,T,*,D,s,down
Y,*,Z,*,*,*,D,*,M,z,left
B,*,V,*,*,*,J,*,C,t,down
Y,*,K,*,*,*,F,*,X,f,left
Q,*,B,*,*,*,L,*,K,n,down
X,*,Y,*,*,*,V,*,Q,y,left
S,*,H,*,*,*,L,*,Y,x,down
S,*,K,*,*,*,R,*,Q,q,left
P,*,H,*,*,*,B,*,S,g,down
V,*,R,*,*,*,K,*,S,v,left
R,*,P,*,*,*,X,*,N,h,down
H,*,L,*,*,*,R,*,Q,h,left
F,*,L,*,*,*,H,*,N,r,down
B,*,S,*,*,*,X,*,L,s,left
J,*,G,*,*,*,S,*,Y,l,down
Z,*,N,*,*,*,L,*,D,n,left
V,*,J,*,*,*,F,*,M,c,down
Z,*,R,*,*,*,G,*,K,r,left
K,*,P,*,*,*,S,*,Z,n,down
G,*,T,*,*,*,D,*,L,g,left
J,*,B,*,*,*,H,*,L,d,down
X,*,P,*,*,*,C,*,J,c,left
Z,*,N,*,*,*,V,*,Q,h,down
R,*,H,*,*,*,Y,*,G,h,left
Y,*,H,*,*,*,Q,*,J,f,down
S,*,K,*,*,*,G,*,M,g,left
M,*,D,*,*,*,G,*,F,r,down
P,*,H,*,*,*,B,*,L,p,left
G,*,H,*,*,*,V,*,J,d,down
J,*,T,*,*,*,N,*,S,j,left
F,*,J,*,*,*,K,*,M,l,down
V,*,X,*,*,*,Z,*,L,l,left
M,*,J,*,*,*,C,*,Z,h,down
G,*,X,*,*,*,D,*,S,d,left
G,*,L,*,*,*,Y,*,P,k,down
G,*,P,*,*,*,K,*,N,g,left
R,*,Z,*,*,*,P,*,D,s,down
Z,*,J,*,*,*,L,*,H,h,left
Y,*,N,*,*,*,H,*,P,c,down
X,*,H,*,*,*,P,*,C,h,left
X,*,Z,*,*,*,N,*,R,k,down
L,*,G,*,*,*,X,*,V,v,left
D,*,F,*,*,*,Z,*,R,n,down
R,*,S,*,*,*,X,*,P,s,left
T,*,J,*,*,*,P,*,H,y,down
Y,*,X,*,*,*,T,*,R,y,left
B,*,C,*,*,*,R,*,M,n,down
S,*,K,*,*,*,L,*,B,l,left
P,*,F,*,*,*,B,*,Y,v,down
Q,*,F,*,*,*,S,*,B,q,left
F,*,B,*,*,*,X,*,Q,m,down
R,*,V,*,*,*,F,*,M,v,left
Y,*,P,*,*,*,H,*,B,v,down
G,*,Y,*,*,*,H,*,S,g,left
M,*,H,*,*,*,Y,*,V,b,down
X,*,T,*,*,*,Z,*,N,z,left
S,*,V,*,*,*,J,*,Y,b,down
Q,*,M,*,*,*,L,*,G,q,left
X,*,B,*,*,*,D,*,H,c,down
D,*,Q,*,*,*,L,*,P,p,left
P,*,S,*,*,*,V,*,C,t,down
C,*,M,*,*,*,D,*,Q,c,left
K,*,G,*,*,*,V,*,T,q,down
S,*,C,*,*,*,K,*,T,t,left
K,*,J,*,*,*,L,*,H,y,down
V,*,M,*,*,*,C,*,X,m,left
N,*,C,*,*,*,F,*,Z,b,down
X,*,F,*,*,*,B,*,P,b,left
Z,*,H,*,*,*,L,*,G,y,down
N,*,Q,*,*,*,L,*,Z,n,left
Q,*,M,*,*,*,P,*,T,s,down
X,*,S,*,*,*,H,*,Z,s,left
P,*,F,*,*,*,D,*,X,r,down
H,*,Z,*,*,*,J,*,L,l,left
B,*,H,*,*,*,R,*,G,j,down
H,*,G,*,*,*,C,*,X,x,left
P,*,D,*,*,*,T,*,J,x,down
X,*,B,*,*,*,P,*,Y,b,left
F,*,M,*,*,*,T,*,P,k,down
K,*,G,*,*,*,Z,*,B,z,left
T,*,Q,*,*,*,P,*,Y,z,down
M,*,H,*,*,*,B,*,Q,b,left
M,*,C,*,*,*,J,*,N,t,down
R,*,N,*,*,*,B,*,H,b,left
J,*,F,*,*,*,H,*,T,p,down
Z,*,S,*,*,*,X,*,L,l,left
L,*,S,*,*,*,N,*,F,h,down
P,*,J,*,*,*,T,*,H,t,left
P,*,F,*,*,*,S,*,M,g,down
M,*,X,*,*,*,H,*,B,m,left
R,*,D,*,*,*,F,*,H,m,down
P,*,D,*,*,*,M,*,Y,d,left
G,*,V,*,*,*,Z,*,S,n,down
F,*,C,*,*,*,Q,*,Z,q,left
J,*,D,*,*,*,C,*,F,n,down
X,*,H,*,*,*,Q,*,K,x,left
C,*,Y,*,*,*,J,*,M,q,down
C,*,P,*,*,*,Y,*,Z,y,left
C,*,K,*,*,*,B,*,Y,r,down
H,*,D,*,*,*,X,*,T,h,left
T,*,X,*,*,*,L,*,V,q,down
P,*,H,*,*,*,F,*,C,c,left
R,*,P,*,*,*,Q,*,X,g,down
N,*,V,*,*,*,Z,*,F,z,left
N,*,J,*,*,*,Y,*,D,g,down
C,*,M,*,*,*,D,*,Q,c,left
Z,*,P,*,*,*,C,*,L,v,down
G,*,B,*,*,*,K,*,Y,b,left
P,*,G,*,*,*,N,*,R,j,down
G,*,M,*,*,*,F,*,T,f,left
V,*,J,*,*,*,H,*,F,q,down
B,*,G,*,*,*,X,*,F,f,left
J,*,X,*,*,*,Q,*,L,c,down
D,*,H,*,*,*,R,*,L,h,left
G,*,S,*,*,*,V,*,L,n,down
G,*,C,*,*,*,M,*,T,t,left
R,*,J,*,*,*,C,*,D,l,down
B,*,Q,*,*,*,Y,*,H,b,left
H,*,G,*,*,*,F,*,X,d,down
Z,*,H,*,*,*,Q,*,L,h,left
C,*,X,*,*,*,K,*,M,n,down
C,*,H,*,*,*,J,*,B,j,left
K,*,P,*,*,*,T,*,S,z,down
V,*,X,*,*,*,B,*,R,r,left
N,*,B,*,*,*,F,*,C,h,down
Q,*,L,*,*,*,S,*,G,g,left
P,*,Y,*,*,*,M,*,T,x,down
D,*,Y,*,*,*,X,*,L,y,left
N,*,L,*,*,*,J,*,F,y,down
Q,*,X,*,*,*,G,*,T,q,left
Z,*,D,*,*,*,H,*,R,g,down
H,*,B,*,*,*,T,*,Q,q,left
P,*,Z,*,*,*,H,*,M,l,down
Y,*,N,*,*,*,G,*,T,n,left
N,*,H,*,*,*,J,*,X,q,down
Q,*,S,*,*,*,X,*,H,h,left
Q,*,Y,*,*,*,N,*,H,r,down
M,*,V,*,*,*,J,*,R,j,left
P,*,B,*,*,*,R,*,Y,d,down
D,*,P,*,*,*,Y,*,J,j,left
G,*,T,*,*,*,P,*,J,z,down
C,*,T,*,*,*,V,*,M,m,left
Z,*,Y,*,*,*,N,*,C,s,down
Q,*,X,*,*,*,S,*,R,x,left
D,*,F,*,*,*,K,*,Y,h,down
Y,*,B,*,*,*,J,*,K,b,left
T,*,X,*,*,*,Q,*,C,y,down
H,*,T,*,*,*,X,*,Q,x,left
R,*,Z,*,*,*,D,*,H,g,down
N,*,H,*,*,*,K,*,Q,h,left
Y,*,R,*,*,*,P,*,S,t,down
Y,*,H,*,*,*,T,*,B,y,left
N,*,V,*,*,*,Y,*,J,k,down
M,*,T,*,*,*,D,*,Y,m,left
R,*,G,*,*,*,K,*,V,y,down
D,*,L,*,*,*,M,*,H,d,left
L,*,X,*,*,*,P,*,F,c,down
S,*,P,*,*,*,K,*,F,s,left
Z,*,Y,*,*,*,G,*,V,l,down
L,*,Y,*,*,*,R,*,H,h,left
T,*,N,*,*,*,V,*,F,s,down
T,*,J,*,*,*,G,*,L,j,left
D,*,Z,*,*,*,C,*,Q,y,down
L,*,G,*,*,*,C,*,X,x,left
B,*,Z,*,*,*,H,*,R,y,down
H,*,P,*,*,*,C,*,R,c,left
J,*,T,*,*,*,S,*,F,h,down
F,*,X,*,*,*,P,*,K,x,left
B,*,K,*,*,*,V,*,N,y,down
G,*,F,*,*,*,H,*,K,h,left
H,*,K,*,*,*,X,*,N,q,down
R,*,Y,*,*,*,D,*,H,y,left
H,*,L,*,*,*,K,*,D,s,down
X,*,C,*,*,*,S,*,M,x,left
